,track_uri,artist_uri,genres
442,2aI21FnmY7TJVKeMaoQZ0t,2jw70GZXlAI8QzWeY2bgRc,"['canadian latin', 'canadian pop', 'dance pop', 'pop']"
443,6MC0anRfGPzSWrvybgsY7O,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
444,6td501MwDVFewdz6qNOtG8,5dCvSnVduaFleCnyy98JMo,"['k-pop', 'korean pop', 'korean r&b']"
445,29VVYrV5TVpGu0IfoTXlcw,7k73EtZwoPs516ZxE72KsO,"['j-pop', 'j-rock', 'japanese emo']"
446,6vKFInjkDGKAKUrbaVDFuN,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
447,0UzymivvUH5s8z4PeWZJaK,5t5FqBwTcgKTaWmfEbwQY9,"['anime', 'k-pop boy group']"
448,5N40rFoIpHn2fCpdL4Cd3S,2MOlaeCGL8W2BKETEpiQhc,['chinese idol pop']
449,3DQisSEr1TLp9H0BEeKiQS,1Xylc3o4UrD53lo9CvFvVg,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']"
450,6o2Pu5qZcinw4mlDlQZFqu,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
451,1uJLYKtzCOhZI1zZW99W8I,11S00dFcvNvJahis8MTGMD,['k-rap']
452,2tMBCYj22KxtmkAACIvvk4,3Nrfpe0tUJi4K4DXYWgMUX,"['k-pop', 'k-pop boy group', 'pop']"
453,06L1apH8kLF47dbhZ4Zg9A,7cVZApDoQZpS447nHTsNqu,['k-pop']
454,5dntGTbUtmUO239wQ0k3yM,6iVo62B0bdTknRcrktCmak,['k-pop']
455,3witRpHWHqArlnt6GTlH2Y,1AhjOkOLkbHUfcHDSErXQs,['asian american hip hop']
456,0YAMQSmHk6BSUGTYpaoqTJ,7k73EtZwoPs516ZxE72KsO,"['j-pop', 'j-rock', 'japanese emo']"
457,4hPpVbbakQNv8YTHYaOJP4,64KEffDW9EtZ1y2vBYgq8T,"['brostep', 'edm', 'pop', 'progressive electro house']"
458,3zQyl7ko8alM35mvYWmHuu,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
459,1AToLLvWghQgiBFef1iGuR,7bmYpVgQub656uNTu6qGNQ,"['k-pop', 'korean talent show']"
460,4IIzisEAQJ0pDkvHChn9O4,5TnQc2N1iKlFjYD7CPGvFc,"['k-pop', 'k-pop boy group']"
461,5gA9Xn8oPts2aewPgxVkPD,6MoXcK2GyGg7FIyxPU5yW6,['k-pop']
462,1Av69kr9JitqPWo7WJLS5q,4qIVPF0s71ZYW3qzhu5GkF,['sad lo-fi']
463,4wOXx92SlZWxNtuBytlMsK,1BhWF9W2PngtPSyobKg0rP,"['dance pop', 'pop', 'post-teen pop']"
464,6L5DNhZEY4Zd2mGof2ZBIa,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
465,6ss8qcfdUyoNlPeXpUFCQA,4YJkA3YshwZ8FwljpMW0II,"['lo-fi chill', 'sad lo-fi']"
466,1ZpiUfzl9P0pMkA03xqmUy,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
467,5xTy9p0IXI8lRaU6iLGikC,6Xg22wJOAcnvPUfk5WvODH,['k-pop']
468,52CBUrIdyf8tbZaUY9iawE,73B9bjqS2Z5KLXNGqXf64m,['k-pop']
469,0JPyJEA13qkSemzWS3tOs1,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
470,4sHjA9mrxPE5J58LkJyPDO,5rSXSAkZ67PYJSvpUpkOr7,"['boy band', 'dance pop', 'pop']"
471,2CJLlufFBZPY0tsAaAGHSw,4fgfmrBHIWsUuHxeOPhv61,['korean pop']
472,18UsAG7SfOQ5sxJEdjAMH0,3mIj9lX2MWuHmhNCA7LSCW,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']"
473,4zXRMjTaeflesB3Ih4eHnJ,7k73EtZwoPs516ZxE72KsO,"['j-pop', 'j-rock', 'japanese emo']"
474,4MloswMM3eu7dHZ7MOzW3i,7qG3b048QCHVRO5Pv1T5lw,"['dance pop', 'latin pop', 'mexican pop']"
475,03UrZgTINDqvnUMbbIMhql,2dd5mrQZvg6SmahdgVKDzh,"['k-rap', 'korean old school hip hop']"
476,3NkJNL3WqO1Lqc3uNDxvCN,66CXWjxzNUsdJxJ2JdwvnR,['pop']
477,7ECDcSJhoTuMkU5kJ3ueDr,05CiAVkMZnYjbCTebMH2pD,[]
478,3YtIeHuvBXkJAyv3twOYCC,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
479,5NORWMFC27ywGSZxi8uquP,16oZKvXb6WkQlVAjwo2Wbg,"['folk-pop', 'modern rock', 'neo mellow', 'stomp and holler']"
480,3k5K4QlbGL5TDWynFI5fE2,7k73EtZwoPs516ZxE72KsO,"['j-pop', 'j-rock', 'japanese emo']"
481,4lLtanYk6tkMvooU0tWzG8,0du5cEVh5yTK9QJze8zA0C,"['dance pop', 'pop']"
482,0koVWDcbAH9dJXOsOcaohF,3EOEK57CV77D4ovYVcmiyt,['israeli pop']
483,0RhbQOahoOBgBE7Qx4AoSy,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
484,5DkbhhLVJIpUXgp1S4mSv7,2Ij53aFHI9y82jbu3YhziY,[]
485,2CSRrnOEELmhpq8iaAi9cd,7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'r&b', 'rap']"
486,48XfojJC87VKLlUotYV0Gm,3Nrfpe0tUJi4K4DXYWgMUX,"['k-pop', 'k-pop boy group', 'pop']"
487,0cj2joJcY6b4XSRfj2eZOl,4dpARuHxo51G3z768sgnrY,"['british soul', 'pop', 'pop soul', 'uk pop']"
488,0KHCa8hM5Jff6Ji0JxQYMb,2dIgFjalVxs4ThymZ67YCE,"['k-pop', 'k-pop boy group', 'pop']"
489,2zbiY3YgPkqdZFoNQGS0Rp,2OqTX6uyzll0y3ydeccZGR,['broadway']
490,0hZs9kWnaewkXEufPYjbvf,3ZZzT0naD25RhY2uZvIKkJ,"['k-pop', 'k-pop girl group']"
491,6koMMQlsRWBwHZXdtWxgUk,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
492,1w7Xbv3It3oI7dz4OrKazn,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
493,54s6sdPuMjVtdB5d5KFzTC,3Nrfpe0tUJi4K4DXYWgMUX,"['k-pop', 'k-pop boy group', 'pop']"
494,6laJrwQiRDKqyOmURCra8o,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
495,3b7OgfU9SY8C7YBJgTKS74,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
496,6OJPvzQZWlcFmmVFyr0Dsq,7k73EtZwoPs516ZxE72KsO,"['j-pop', 'j-rock', 'japanese emo']"
497,2NvrIHgujKttUQyx2uUMY9,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
498,0olEV0xHPcpVOPZfg4MSgR,4xnihxcoXWK3UqryOSnbw5,['alt z']
499,0GONea6G2XdnHWjNZd6zt3,3Z02hBLubJxuFJfhacLSDc,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
500,4mNGNMcsoMS6F9SGycmHWM,0z4gvV4rjIZ9wHck67ucSV,['dance pop']
501,5t6ETmHahIdSZCdnM0cSF2,1sjw4xq2pAWy5Vdgba5QAt,['k-pop']
502,0t3ZvGKlmYmVsDzBJAXK8C,246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'pop', 'rap']"
503,0fSuP4hMUK1CqDAYV62BHF,38Gn0ZVC8TQwuaMxBK1yRV,[]
504,2QeqvHnADmf2fN5sowptuO,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
505,26nqNagc6dINfNM2ZKmoa0,1BhWF9W2PngtPSyobKg0rP,"['dance pop', 'pop', 'post-teen pop']"
506,0c2wKRwXpqSCBrAImEFCNf,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
507,6QPa2ZmJsYLzTrQjG5FZIn,7bmYpVgQub656uNTu6qGNQ,"['k-pop', 'korean talent show']"
508,7cbZIBLhfD9taMBgEsIhIp,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
509,0zLK4Z6jlrZlHdYBcMl9iO,09O5HSw8RO3aAnWNCADaKS,['bedroom r&b']
510,2TwB7aK39tnZBQjBPgcbCj,6nWKAdMv1BDq1zHfZzkdbR,['k-pop']
511,0ClPIeT6MSgfSgQ9ZrJbAq,6VuMaDnrHyPL1p4EHjYLi7,"['pop', 'viral pop']"
512,3LCwQoTrdQgHsGJE5gGVqx,6uNxlIP5lzPFf0BHuELOuX,['k-pop']
513,27mR5mTefTYVUTL4jLJDAO,1HlyA7Fg1HymDUmG0xaB13,['bedroom r&b']
514,44ngiCPfS8FfdJOqN0eULl,5ZsFI1h6hIdQRw2ti0hz81,"['pop', 'uk pop']"
515,37LhFxchiyAJVop5JgRZgY,0FRUZvZNPzM3YJMABJxf2K,"['k-pop', 'korean pop']"
516,1JIWyERVO0MWPBC5W7OF2Q,3mIj9lX2MWuHmhNCA7LSCW,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']"
517,2PVzGmdezOMtKi0l8c3On3,38Gn0ZVC8TQwuaMxBK1yRV,[]
518,4e976XuKarIfZAa9RIaaZG,4owATw6JCMuUxeWdh3eiyg,"['lo-fi chill', 'sad lo-fi']"
519,5Zt86CL16kbPvuwcmHMEg8,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
520,355LkW7j9XI7xNYIf9RARD,4ezpY3tmP9KtaOOnWpDmIp,"['korean ost', 'korean pop']"
521,4jxwrBL0MEdMje0EbEMVHL,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
522,6dPzi41DQDgzsPJDFffbJO,3sxWOFw4MSN54SIQ8np6iG,"['k-pop', 'k-pop boy group']"
523,6I2tqFhk8tq69iursYxuxd,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
524,1PQVFNxs6muXAJZRvt7YyT,1MQ48GaF9nanTisRGu3Mtl,['otacore']
525,1oew3nFNY3vMacJAsvry0S,0kkxsdcaWmWU2yWAqclDh4,"['pop', 'post-teen pop']"
526,0tMSssfxAL2oV8Vri0mFHE,6qqNVTkY8uBg9cP3Jd7DAH,"['art pop', 'electropop', 'pop']"
527,42tFTth2jcF7iSo0RBjfJF,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
528,5AkyvofVWUqds8x1HHgDU9,4qRXrzUmdy3p33lgvJEzdv,['korean pop']
529,7FZjVItt5HfrfcdFVJyY4v,4Kxlr1PRlDKEB0ekOCyHgX,"['k-pop', 'k-pop boy group']"
530,6b2RcmUt1g9N9mQ3CbjX2Y,2wY79sveU1sp5g7SokKOiI,"['pop', 'uk pop']"
531,023WADifPh2TEMjwoQkrbF,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
532,6oYkwjI1TKP9D0Y9II1GT7,6Id8rcDNyBXPcgKQVfQ8rX,['movie tunes']
533,161DnLWsx1i3u1JT05lzqU,0du5cEVh5yTK9QJze8zA0C,"['dance pop', 'pop']"
534,4KE91Xg3FL51yMhnpSqRvE,43oBGBlKaDxrti8m7QiQrC,[]
535,2Z8yfpFX0ZMavHkcIeHiO1,7n2wHs1TKAczGzO7Dd2rGr,"['canadian pop', 'pop', 'viral pop']"
536,7mfXzDxBNFXS7JscBnWf9j,0kX41bvrBQtgqSEXbmTzMN,['game mood']
537,1tcoNYqpAYXbSGMlNUl0eE,06HL4z0CvFAxyc27GXpf02,['pop']
538,3Kw7zkALCVxY4wmlnh2IWC,4GJ6xDCF5jaUqD6avOuQT6,['k-pop girl group']
539,5ln5yQdUywVbf8HhFsOcd6,26VFTg2z8YR0cCuwLzESi2,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
540,3sP3c86WFjOzHHnbhhZcLA,6S2OmqARrzebs0tKUEyXyp,"['pop', 'post-teen pop']"
541,5SDcksP8En1l6RtTY1wzHc,74cb3MG0x0BOnYNW1uXYnM,"['ccm', 'christian music', 'world worship', 'worship']"
542,5GKwq4sO5ZHKuWaDmdwMQc,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
543,6qn9YLKt13AGvpq9jfO8py,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'pop', 'urban contemporary']"
544,0R4i9qbhgNQjJt5tGFbslP,0SA2I3s4t7hmv1XVvky9Po,['korean singer-songwriter']
545,0ZeGfEAL5Rl4pd5LZBGuEK,7bmYpVgQub656uNTu6qGNQ,"['k-pop', 'korean talent show']"
546,4PvVKyqJ6pLVi5HKpAjTPc,7cVZApDoQZpS447nHTsNqu,['k-pop']
547,5os4iDInR4chqaCdXi895k,0MeLMJJcouYXCymQSHPn8g,"['ambient worship', 'chamber pop']"
548,6SpPr7K4YQ2wp8jU6uOTmQ,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
549,0KmgJyW4GDgonqsoyx0CZ3,4Uc8Dsxct0oMqx0P6i60ea,"['bedroom pop', 'pop', 'pov: indie']"
550,4YY4hc7Lr7y5QsTdmkm31r,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
551,0K2UTvyyBPSmr0IccCWNZm,1BEohdSWSBggmO979tzRwW,"['k-pop', 'k-pop girl group']"
552,3IW5rhsRBxstifAnjQyUI9,0siBQaURCli5wn2lqv8WZg,['korean r&b']
553,4ecRXFkkrRXN4nZm1DYMLa,1EevBGfUh3RSQSGpluxgBm,"['american folk revival', 'folk', 'folk rock', 'singer-songwriter']"
554,6kls8cSlUyHW2BUOkDJIZE,0X2BH1fck6amBIoJhDVmmJ,"['indietronica', 'metropopolis', 'pop', 'uk pop']"
555,2XpmzywSGH1OILU0mxSHBy,3pc0bOVB5whxmD50W79wwO,['chill r&b']
556,5IicbyTs62eqxLNGeBjaoa,1sVSMPPNMMSZ7cQNfbvMOe,"['k-pop', 'korean pop', 'korean singer-songwriter']"
557,1H3Okhf16ttAICZF7zgDko,26VFTg2z8YR0cCuwLzESi2,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
558,7ce20yLkzuXXLUhzIDoZih,4GNC7GD6oZMSxPGyXy4MNB,"['pop', 'uk pop']"
559,6jESgDdTQHQ89nZS5dSPvl,7aVeZFWXIC3g4b0Tn68ZtI,['korean singer-songwriter']
560,6HQAKcx8yGddeLBMkUQPyi,1dOMFM5wDNsENQQW0nl0K8,['korean pop']
561,77SUKLGcE3JDD5qGPBOn2O,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
562,373q2bp4ZvyJ9kFZcpJSMs,5JZ7CnR6gTvEMKX4g70Amv,['pop']
563,3h34cQPPddk4x9cluPIAvv,5TnQc2N1iKlFjYD7CPGvFc,"['k-pop', 'k-pop boy group']"
564,2jTidefcsTu6VQhpIImJrt,4BxCuXFJrSWGi1KHcVqaU4,"['irish pop', 'modern rock']"
565,3i4jlS5TlVjRovgq1ENgaJ,1ZfTuv9XlWT2CaIsIZPm52,[]
566,0BpyPRt8HfEXkBxItw1ILt,3ZxZ03fj3tXBZHZWzvaLSM,"['desi pop', 'filmi', 'modern bollywood']"
567,7CoMBpPTwQi2wPT0U0Nr9b,0rZp7G3gIH6WkyeXbrZnGi,"['ambient folk', 'indie folk']"
568,6G61EqJgoEJhWaBT34jMyW,06HL4z0CvFAxyc27GXpf02,['pop']
569,5TyCTVsBsHeeutZcU2uP5s,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
570,1doDUiGBnzCvo5VCUq59L1,0BOqSj7jZIVAyQXmpKRcmJ,[]
571,0uIw1c0E2nyFWWwEVzhl30,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
572,5OWZ4qbW7bYQTGIKRbSvxA,6DIS6PRrLS3wbnZsf7vYic,"['dance rock', 'modern rock', 'pop']"
573,0FHQWcA3GsFzEINMJ7AfBO,6O74knDqdv3XaWtkII7Xjp,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
574,01bnqaE6nQogjdMMrrL1dj,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
575,2gvlPqqngL3BppFCwLXnVc,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
576,0FF1qj8n4vZEzY54Kt5qh1,3cjEqqelV9zb4BYE3qDQ4O,"['k-pop', 'k-pop boy group']"
577,33XtT97olk3ks2rZC1lMZ7,1sgkTCF42JGJUIaBP68n6H,['classic korean pop']
578,7neOIVKDsLaUXV5y84jGuY,1dOMFM5wDNsENQQW0nl0K8,['korean pop']
579,769ytfrvUiz4TbFspw90Ne,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
580,0TCt7OFRdD8PQ6vTRQxNgQ,2LJxr7Pt3JnP60eLxwbDOu,"['dance pop', 'neo mellow', 'post-teen pop']"
581,3fqBhOtYA62A5D20j8OaQY,49jTY62Cpw3RYo4dLuG43W,"['irish pop', 'singer-songwriter pop']"
582,2wwJCSvJqie2lUF9W7bJuJ,0hRHbwZ0xSwfVHl4FTv7jq,"['k-pop', 'korean pop']"
583,1xST3EcfCfkhoSVqLTzNo6,5W3ySKM4S8KrEyaLPZhMPN,['slowed and reverb']
584,3SfbB0Y3saMIQnNctxMVhj,3b4kLCI0ZJW47TFsNRqgCb,['k-pop']
585,6wJYhPfqk3KGhHRG76WzOh,5zctI4wO9XSKS8XwcnqEHk,"['melodic rap', 'rap conscient']"
586,4dwkFGcDNIuGyqFeDWIqqk,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
587,76DhGlPaJ112MHVs1PJMyX,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
588,3kBfE92drjZEgYffx22zbl,4DqFd6XE3dX4LWXHJVVpLk,[]
589,1ZMiCix7XSAbfAJlEZWMCp,6KImCVD70vtIoJWnq6nGn3,['pop']
590,7ivYWXqrPLs66YwakDuSim,3pc0bOVB5whxmD50W79wwO,['chill r&b']
591,2Q4D2Pz1HDt1x4NukBID5Q,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
592,106XkdSFSXYNhzXRSEFc1m,7snhzmuew8iLEDxMIhOU1P,['desi pop']
593,0y2tNViyMIGWO0vhNVQaj7,5vGoWnZO65NBgiZYBmi3iW,['k-pop']
594,6tAPw1Rtt3SGEOm6ohYi8l,1uAT5bTSp6dWbNmixIUP5t,['k-pop']
595,6jZp2rNTYVlKwt20aMIcot,7k73EtZwoPs516ZxE72KsO,"['j-pop', 'j-rock', 'japanese emo']"
596,0HYAsQwJIO6FLqpyTeD3l6,6bDWAcdtVR3WHz2xtiIPUi,['japanese teen pop']
597,2vZZljISFmbnd2SlMBdEAH,5xhVZ42ABidt3DS9HJ5Uzm,['korean ost']
598,0pINNLkEkLaZnnugOPnoX3,5na1LmEmK2VzNLje9snJYW,"['k-pop', 'k-pop boy group']"
599,2gSQoIbvF2hDfIayhF7QLa,7k73EtZwoPs516ZxE72KsO,"['j-pop', 'j-rock', 'japanese emo']"
600,1RbbLe9tPLPqvjXGeenfSC,5Rl15oVamLq7FbSb0NNBNy,"['boy band', 'pop']"
601,4bhF4bDDKQuU5suV2EpQVH,2WROyFfIOmKtRopsTrIL52,"['channel pop', 'viral pop']"
602,2wj2Mh7Zmp036eH1aY6nAW,68KmkJeZGfwe1OUaivBa2L,"['k-pop', 'k-pop boy group']"
603,4pi0Elz7B7cLfw37J3bYm9,3cjEqqelV9zb4BYE3qDQ4O,"['k-pop', 'k-pop boy group']"
604,1daDRI9ahBonbWD8YcxOIB,5YGY8feqx7naU7z4HrwZM6,['pop']
605,18uwL0vNUanqZH0ro2QcOP,3gIRvgZssIb9aiirIg0nI3,"['alt z', 'electropop', 'pop']"
606,4RmEqYXrb89Mlwzm2p6Wyd,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
607,4rChXUoYp281MB2tPL4vMm,5TnQc2N1iKlFjYD7CPGvFc,"['k-pop', 'k-pop boy group']"
608,6SghBI1kud4USU9UAJkWR9,1l8Fu6IkuTP0U5QetQJ5Xt,"['girl group', 'pop', 'talent show']"
609,31qCy5ZaophVA81wtlwLc4,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']"
610,3Y4SnP9NDIjEj69mMY4NVp,5TnQc2N1iKlFjYD7CPGvFc,"['k-pop', 'k-pop boy group']"
611,55O6VTMu7byEcfXScGWoUH,2l9aF9jOgB7GI1uyNkx836,"['k-pop', 'korean ost']"
612,0Q3jiHxV8nefT8de4eO0Uq,5snNHNlYT2UrtZo5HCJkiw,"['k-pop', 'k-rap', 'korean old school hip hop']"
613,2gtOPcSmZdp98pZgsfDN87,7mFGOWJEkdlJBCXcJ5EWi9,"['korean pop', 'korean r&b']"
614,5Jl2i6LR3Socm4TYqRzZw3,68KmkJeZGfwe1OUaivBa2L,"['k-pop', 'k-pop boy group']"
615,5NSPsOGVNWYOMeeyZPF7HY,6wPBIyIIMxoqgux29bGF8I,"['k-pop', 'k-pop boy group']"
616,3dBnKADF2MmLXM9IopV9Bt,19jx3wc1iRshvEKMvzZc1X,"['desi hip hop', 'goa hip hop']"
617,4bT2zLVv2T4GiK9q9KtI0v,2qxJFvFYMEDqd7ui6kSAcq,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']"
618,3ZqTMZf7hdBRCpvu3xwi3Q,2jnIB6XdLvnJUeNTy5A0J2,"['boy band', 'pop']"
619,4HBZA5flZLE435QTztThqH,66CXWjxzNUsdJxJ2JdwvnR,['pop']
620,4jAh51yhz3LUtbm1p7vOfY,7G1kUsPtQCdolV6CPwHmh2,['korean talent show']
621,0lbe1bIqb5rR1czdQP6fTK,4o0mCeiUIVdknPUMhpO0bd,"['hindi indie', 'indian indie']"
622,21CJvM7HXrI80aDHz2MES4,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
623,3qonjOrhFCfTnaaMruHzxW,6VuMaDnrHyPL1p4EHjYLi7,"['pop', 'viral pop']"
624,2dHHgzDwk4BJdRwy9uXhTO,0iEtIxbK0KxaSlF7G42ZOp,['rap']
625,5ubfQzhabDSLYyohz2ozaN,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
626,7cjojsJwncbiCI0rqOOf9j,1gBUSTR3TyDdTVFIaQnc02,"['k-pop', 'k-pop boy group']"
627,6kxaaIeowajN7w21PfMLbu,26VFTg2z8YR0cCuwLzESi2,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
628,7kWHoZvIn3TzxUHYrszYFc,6C7CCNJVIGEla8AI1LuBxI,['singer-songwriter pop']
629,727Z2S2mtNH46CbP9EWPwY,7q7IUe2AqtifSZ2q52kHFc,['singer-songwriter pop']
630,4aCHGSrl1A7aZDncD9keP4,7DxCK6bwfQC3F2ajZ02R2F,['k-pop']
631,0c0uFehhA1ekbQmqZ0HKeb,1ZwhhTSUPr7EBZHd1GjOT7,['gen z singer-songwriter']
632,1bQhZOoXYqjXs7u7rFXo0h,0B3N0ZINFWvizfa8bKiz4v,['british singer-songwriter']
633,53bCcVMGv0S2aIYvfju2Tt,6d4jrmreCmsenscuieJERc,"['hopebeat', 'pov: indie']"
634,2GpBrAoCwt48fxjgjlzMd4,0ECwFtbIWEVNwjlrfc6xoL,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
635,6YKCEtfZXXyionWJPtT5jb,4TnGh5PKbSjpYqpIdlW5nz,"['k-pop', 'k-pop boy group']"
636,5vdqSjUj9JZsAHdr02Vygk,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
637,2qQpFbqqkLOGySgNK8wBXt,7n2Ycct7Beij7Dj7meI4X0,"['k-pop', 'k-pop girl group', 'pop']"
638,2iObjOsy2vpsariW4Y7hQg,0Yr4BBpK2dkCp2UsrJ9LZN,['melodic rap']
639,1IjWbIMe1uXqp9tDfC3QLL,2p48L95TwEaYkSdn6R7LOr,['k-pop']
640,35jvwACXmrreYIEOAGc2Kr,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
641,779UN3kabApm2zfqX549vf,4xnihxcoXWK3UqryOSnbw5,['alt z']
642,49rRoH4DZcUlbeBQlDgN8c,5TnQc2N1iKlFjYD7CPGvFc,"['k-pop', 'k-pop boy group']"
643,2V65y3PX4DkRhy1djlxd9p,1h6Cn3P4NGzXbaXidqURXs,"['edm', 'pop dance', 'progressive electro house']"
644,27s15aCXPBi7RWlATpuLz6,7zMVPOJPs5jgU8NorRxqJe,"['boy band', 'danish pop rock']"
645,2Sjx8DWZO5zaTyTAmgo2gY,7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'r&b', 'rap']"
646,347PJwH4XqRbeaKaIW9sX3,3rHcBT06Vb1XGVUWhDALZt,[]
647,1vVxZWn3OeYOGdY6aHJtmu,3t46Q3kFpBlN8nD75ypsMj,"['background music', 'focus']"
648,0TEekvXTomKt3hdXDZxxeW,163tK9Wjr9P9DmM0AVK7lm,"['art pop', 'metropopolis', 'nz pop', 'pop']"
649,7mFigNlS2dsKMhcmJyfpeg,3ErHVJMsxTq2lLSmnONBm9,"['k-pop', 'korean pop']"
650,6Gy3MOuOWPNs3nEorpdx5F,4xnihxcoXWK3UqryOSnbw5,['alt z']
651,62ke5zFUJN6RvtXZgVH0F8,4fwuXg6XQHfdlOdmw36OHa,"['british soul', 'talent show']"
652,3ISzVUexHvLhec3FYXGufk,7McwKT2tZl8LMXUQRH3YDM,['k-rap']
653,61RWlWnaIKrOBnmjdQgFOH,7bmYpVgQub656uNTu6qGNQ,"['k-pop', 'korean talent show']"
654,3RyK84tUGz7qYtXIiEC95m,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
655,3MkYUoEo1Yk1peHN4cof0c,4k5fFEYgkWYrYvtOK3zVBl,['k-pop']
656,23DbzwNJSLo7nkSWjODMvY,0blbVefuxOGltDBa00dspv,"['anime', 'anime rock', 'j-pixie', 'j-pop']"
657,54SuHqxVjZVNDyIUVpSgpJ,5na1LmEmK2VzNLje9snJYW,"['k-pop', 'k-pop boy group']"
658,4U45aEWtQhrm8A5mxPaFZ7,6zFYqv1mOsgBRQbae3JJ9e,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
659,6vo0dV9t7PCQZKsLFwVwZ5,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
660,1Eb90nmqTrxylKFhcUzW8P,3Z02hBLubJxuFJfhacLSDc,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
661,73szhI6oOawKlv6AxgHIS8,4Kxlr1PRlDKEB0ekOCyHgX,"['k-pop', 'k-pop boy group']"
662,4FXKLGkXw4v5Kw3pEWCTYV,4DqFd6XE3dX4LWXHJVVpLk,[]
663,5274I4mUMnYczyeXkGDWZN,1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
