,track_uri,artist_uri,genres
220,79YGfoagW5Z75PDvnZK5vl,57WHJIHrjOE3iAxpihhMnp,['pop']
221,409ecqzL0mawglTfM7favQ,0bDdOBGVCFVt0f8N9ldW1k,['korean pop']
222,6xWbpC8KpcItoGd8ZOKJlU,1Qp56T7n950O3EGMsSl81D,"['hard rock', 'metal']"
223,1wpshV27JxfmAApoclaNAh,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
224,6U0D8PIh75fnX6T6TWJLxl,5Rl15oVamLq7FbSb0NNBNy,"['boy band', 'pop']"
225,5z8uLrYMcUVvzTV28twt44,0X2BH1fck6amBIoJhDVmmJ,"['indietronica', 'metropopolis', 'pop', 'uk pop']"
226,6iuiqpyK3PklBfm4P9T0Ca,7mFGOWJEkdlJBCXcJ5EWi9,"['korean pop', 'korean r&b']"
227,2Gy7qnDwt8Z3MNxqat4CsK,3oDbviiivRWhXwIE8hxkVV,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']"
228,227y7s5IZ5TWN17Pkte5tc,52zMTJCKluDlFwMQWmccY7,"['k-pop', 'k-pop girl group']"
229,5wZrbaTarjGJJD8fvzs6ru,4qRXrzUmdy3p33lgvJEzdv,['korean pop']
230,71WZ7yFuwxmQz5jJUpvkGv,5TnQc2N1iKlFjYD7CPGvFc,"['k-pop', 'k-pop boy group']"
231,054sQZ2qmw0Ya7N0XSxl3j,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
232,2Ht9zRNnww8cE0KrEihtMl,1sjw4xq2pAWy5Vdgba5QAt,['k-pop']
233,7m83eIaTZPfaEo3A0imGKP,3paGCCtX1Xr4Gx53mSeZuQ,"['k-pop', 'k-pop boy group']"
234,11zGbqR6W7biyOgSm3WGSO,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
235,3k7ikTNf1Ms0ZfTsoe9Blk,6aLdhHUqgdKE86xbtNmY8g,"['k-pop', 'korean r&b']"
236,7d5knRwvDacedst6IVu5fN,6S2OmqARrzebs0tKUEyXyp,"['pop', 'post-teen pop']"
237,2YeozkaCbAYWOdjMKahrjU,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
238,03nj2jXoW9uuWUMMQsz5ld,0hKq3u04JU5IuGNSTGyngJ,['korean instrumental']
239,1VLEqquT268Ke46e5DZ1dH,3paGCCtX1Xr4Gx53mSeZuQ,"['k-pop', 'k-pop boy group']"
240,172e82oK9vGoBPvc6SqMm5,1HY2Jd0NmPuamShAr6KMms,"['art pop', 'dance pop', 'pop']"
241,7ibZWzytUh41z5ycK2I5N8,41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group', 'pop']"
242,69uJi5QsBtqlYkGURTBli8,4KDyYWR7IpxZ7xrdYbKrqY,"['country rock', 'electric blues', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter']"
243,1AhDOtG9vPSOmsWgNW0BEY,1dfeR4HaWDbWqFHLkxsg1d,"['classic rock', 'glam rock', 'rock']"
244,5TgfB8nBnuKaytBbjmrzO7,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
245,1epQHfyawVTqNwIyDBSHI5,5BmVxdltuGK9CqZVaiUEKy,['singer-songwriter pop']
246,41sIKltzKnhFsDXWTKjO3R,5RmQ8k4l3HZ8JoPb4mNsML,['k-rap']
247,0UHB9METy4VCXNgkcGqHqS,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'pop', 'urban contemporary']"
248,2L9N0zZnd37dwF0clgxMGI,1GmsPCcpKgF9OhlNXjOsbS,"['alt z', 'boston folk', 'indie pop']"
249,0Ryd8975WihbObpp5cPW1t,66CXWjxzNUsdJxJ2JdwvnR,['pop']
250,7gs7h249FMYC3U02BimoD6,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
251,6klpXs2uAjagnZMFkt4qkl,2LJxr7Pt3JnP60eLxwbDOu,"['dance pop', 'neo mellow', 'post-teen pop']"
252,2wWboDFZJPWXVNlHUbdSVQ,1vSN1fsvrzpbttOYGsliDr,"['pop', 'post-teen pop']"
253,1bhuTWST1TYIVdrsEaQDKa,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
254,3WvGhuDPwl0UHWQSHTBo9D,5DnjOSzLCfn4hDbLECq8pt,['korean pop']
255,7Acvy2L38SCipAeMPOK8Ro,7cVZApDoQZpS447nHTsNqu,['k-pop']
256,1DnpjwTbSwV2V6O4PABMjW,06HL4z0CvFAxyc27GXpf02,['pop']
257,742pvqvtpOo6eFjAXKVZYD,4xF1D2cjWYquezD4TEx8DU,['korean ost']
258,0U1W2LZVUX7qTm7dDpqxh6,7n2wHs1TKAczGzO7Dd2rGr,"['canadian pop', 'pop', 'viral pop']"
259,4vxK5XbTTDNNKYbPDmZZC3,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
260,5KjpVjzswXSbrUuIKds12T,7k73EtZwoPs516ZxE72KsO,"['j-pop', 'j-rock', 'japanese emo']"
261,5XijWLBY0vwl5MPUpQA2Ha,26VFTg2z8YR0cCuwLzESi2,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
262,2pPRgFEENF3LtuxYUPuT24,5y2Xq6xcjJb2jVM54GHK3t,"['neo soul', 'pop', 'pop soul', 'urban contemporary']"
263,3OHfY25tqY28d16oZczHc8,7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'r&b', 'rap']"
264,5jhYykolbcG1T9wZSyvhp5,52zMTJCKluDlFwMQWmccY7,"['k-pop', 'k-pop girl group']"
265,0cp40X5n65SX6flh0ZcDPW,0FRUZvZNPzM3YJMABJxf2K,"['k-pop', 'korean pop']"
266,6BORJ0ZazxMBpM3cWg79Id,26VFTg2z8YR0cCuwLzESi2,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
267,1vrd6UOGamcKNGnSHJQlSt,06HL4z0CvFAxyc27GXpf02,['pop']
268,4lHWJzg0CnzwquqwxS9sIl,0HthCchcL0kVLHTr113Vk1,"['alt z', 'bedroom pop', 'indie pop', 'pov: indie']"
269,66Ae3p10Em3KdTaM787Ptx,164Uj4eKjl6zTBKfJLFKKK,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']"
270,6wXMG6QNe2TYSlcBQZ5UIW,0TffQbBN7iT1M1HFMvBSJp,['singer-songwriter pop']
271,3gAR6cBifLqbW8kOrMqZPr,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
272,3LUwHkWsx9iljzZyqwWBHc,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
273,4hxNs73449mNhfLIvAC9zz,4TnGh5PKbSjpYqpIdlW5nz,"['k-pop', 'k-pop boy group']"
274,6JF07uIg19KDC5cUoMtT1H,7mFGOWJEkdlJBCXcJ5EWi9,"['korean pop', 'korean r&b']"
275,6IwKcFdiRQZOWeYNhUiWIv,3DiDSECUqqY1AuBP8qtaIa,"['neo soul', 'pop', 'r&b']"
276,0FiInivN1aBhzKM3UtHM3l,64NYWpxh4HgzMb1SwCCjMw,['teen pop']
277,00Cxlg96EHYJG2VoTh7Q3D,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
278,1hd8IgMElWy3OqcFVjZMUx,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
279,1B62o4CbdL9ckGvwsz2cgn,6AyATGg7mDgBlZ4N5uNog0,['modern indie pop']
280,6PERP62TejQjgHu81OHxgM,1McMsnEElThX1knmY4oliG,['pop']
281,0up9rhm9qt2LW7cnoDFCMk,1wRPtKGflJrBx9BmLsSwlU,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
282,6mzF8HvHdVrzJNd8M1uFCS,6aLdhHUqgdKE86xbtNmY8g,"['k-pop', 'korean r&b']"
283,2zI9NSx3dncJHCw0QClcx0,2WuKU0SYZOQyY3MmE4vtez,['boy band']
284,4P9Q0GojKVXpRTJCaL3kyy,06HL4z0CvFAxyc27GXpf02,['pop']
285,7AYP21Q4qnxw2WxETEvSRb,4Uc8Dsxct0oMqx0P6i60ea,"['bedroom pop', 'pop', 'pov: indie']"
286,6GD1eomgaGT1Epto6Q5eAo,164Uj4eKjl6zTBKfJLFKKK,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']"
287,0ePDb0b1tMQlqP9u58pmcg,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
288,05fVrhFBjfElZiDfHDRxhF,07YZf4WDAMNwqr4jfgOZ8y,"['dance pop', 'pop']"
289,3nsE1k6l1BRI1nVz6NOint,4fSgmhMjPbzFOVn8MjooZ2,[]
290,2xi3O5Z1sApFoIjbskYfcD,1OQxmfKN9UG5C7nr4MkasO,[]
291,2FiceoWDJ67rrmb5tGBpgE,7nDsS0l5ZAzMedVRKPP8F1,"['dance pop', 'talent show', 'uk pop']"
292,5mdWIwsJAzR97ShGkt8gcR,4XpUIb8uuNlIWVKmgKZXC0,"['k-pop', 'korean r&b']"
293,23jEeXRyrjFbfs2Q8tBwdI,6M2wZ9GZgrQXHCFfjv46we,"['dance pop', 'pop', 'uk pop']"
294,2e3cJdJ8xWwydl8JIYlCqB,1qBsABYUrxg9afpMtyoFKz,"['chinese idol pop', 'k-pop']"
295,78Sw5GDo6AlGwTwanjXbGh,5y8tKLUfMvliMe8IKamR32,"['bedroom pop', 'bedroom r&b']"
296,4wcyQo2iV46LinjXE55RtG,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
297,25osmdhvjltPlN7gI2Javd,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
298,14kYOiFVPb7E7NfFbqhdln,66CXWjxzNUsdJxJ2JdwvnR,['pop']
299,23W0eq63H9sTGG8SjJu6Ke,4eh2JeBpQaScfHKKXZh5vO,['korean superband']
300,339xlPKDLkEkFBFkMfAFfJ,2dIgFjalVxs4ThymZ67YCE,"['k-pop', 'k-pop boy group', 'pop']"
301,62t9gVvP1lDWgMI8hi0L9A,7bmYpVgQub656uNTu6qGNQ,"['k-pop', 'korean talent show']"
302,2AjLglUo6dT2WvXwACfsEL,2Ls6NaK9OMltk9EYI3UPcw,[]
303,696Y3Jx3k4Rjsw8gm2q4l4,0X2BH1fck6amBIoJhDVmmJ,"['indietronica', 'metropopolis', 'pop', 'uk pop']"
304,2RWs4c3ZJ74WwXlVC3QCQN,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'pop', 'urban contemporary']"
305,021L6LlBBtr34BmFRHd9Ic,3ZZzT0naD25RhY2uZvIKkJ,"['k-pop', 'k-pop girl group']"
306,54flyrjcdnQdco7300avMJ,1dfeR4HaWDbWqFHLkxsg1d,"['classic rock', 'glam rock', 'rock']"
307,66orj0qtDgnU6DlmllAxbq,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
308,3JUy6uHdxEGf5cqk7IxDrE,4D9foUQxTrsS0w2BeyCD16,"['k-pop', 'k-pop boy group']"
309,0zNo6vxprHTeiFXNTo65ga,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
310,3r9eGg4SVPbhtiPTA9UkmK,3pc0bOVB5whxmD50W79wwO,['chill r&b']
311,7uFAUYB1mR6Kn7UbbXCd2q,7cEaNXXTHx3LokbjUUyHal,[]
312,1BLOVHYYlH4JUHQGcpt75R,0epOFNiUfyON9EYx7Tpr6V,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
313,5b7OgznPJJr1vHNYGyvxau,1Mxqyy3pSjf8kZZL4QVxS0,"['adult standards', 'easy listening', 'lounge']"
314,7sTtHHrD0zDpmzQzH3zegz,4nDoRrQiYLoBzwC5BhVJzF,"['dance pop', 'pop']"
315,3IB5qOeMayvpOdHxYCL5tZ,3Nrfpe0tUJi4K4DXYWgMUX,"['k-pop', 'k-pop boy group', 'pop']"
316,7lidXGPXPYLNThITAOTlkK,26VFTg2z8YR0cCuwLzESi2,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
317,2ktg2oZDyFAX3iY1QNkXl5,57LYzLEk2LcFghVwuWbcuS,['r&b']
318,58qX77t2VWMWcycsh9zKLc,7okSU80WTrn4LXlyXYbX3P,"['alt z', 'gen z singer-songwriter']"
319,0L1IszgjzIZRBENyHJTQms,2kRfqPViCqYdSGhYSM9R0Q,['pop']
320,5lvnGiTAH9BVlJLHc0DXZz,66CXWjxzNUsdJxJ2JdwvnR,['pop']
321,6PkHFPxrvlXXVnJTONwsjc,26VFTg2z8YR0cCuwLzESi2,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
322,1dAN9YSEram61KezA9X8lx,2dhnFfsPxve8lzhwfXVFpS,"['k-indie', 'korean ost', 'korean pop']"
323,7w3pIUjz7BTTqj9uAws40m,52zMTJCKluDlFwMQWmccY7,"['k-pop', 'k-pop girl group']"
324,0O22hXRIdbyrnMQk7VldC9,7f4ignuCJhLXfZ9giKT7rH,"['k-pop', 'k-pop boy group']"
325,0W9HGC75wwxU4YweY045ln,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
326,3zM2yi75oB3v00sZvWUzIn,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
327,1kmmKv3L4kGmoPu8aDFOmk,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
328,1HfMVBKM75vxSfsQ5VefZ5,0C8ZW7ezQVs4URX5aX7Kqx,"['pop', 'post-teen pop']"
329,3kCYnvSwhSzYBD7fnDFhbY,7okSU80WTrn4LXlyXYbX3P,"['alt z', 'gen z singer-songwriter']"
330,2IZZqH4K02UIYg5EohpNHF,7t0rwkOPGlDPEhaOcVtOt9,"['irish rock', 'pop rock', 'rock']"
331,06vNG6CiV4k8oNA0wUUAO7,5XKFrudbV4IiuE5WuTPRmT,['gen z singer-songwriter']
332,7fTc6aBevhBfM6vjSQuWHZ,38Gn0ZVC8TQwuaMxBK1yRV,[]
333,1VdZ0vKfR5jneCmWIUAMxK,6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'singer-songwriter pop', 'uk pop']"
334,1rp986nzkyAX1wFpxzbwlC,2hRQKC0gqlZGPrmUKbcchR,"['k-pop', 'k-pop boy group']"
335,0K9UobG2sH8fUZxVZKOLys,7McwKT2tZl8LMXUQRH3YDM,['k-rap']
336,3uEFtV5fPIcDR6fIKeeBcS,2iTiSaR023IikZDaOfEIRR,['viral pop']
337,17wECh3CzqeHm48pqm544P,2ZmXexIJAD7PgABrj0qQRb,"['k-pop', 'k-pop boy group', 'k-rock']"
338,6ytFbcnLPsPE12TulsUzRh,1G70DDG3s5yYneeU3rgdUk,[]
339,3LbMgAP9NsVs8ypZ0kLSek,2Aaz4mQGMr0iuyBE2lcfxn,"['indian lo-fi', 'lo-fi chill']"
340,1pMJC3hRbJGIs3Qz6gjssl,6aLdhHUqgdKE86xbtNmY8g,"['k-pop', 'korean r&b']"
341,2iYnEfKsAsE86Yb9mS4b3E,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
342,59v8XEW2KMXg9zrVuGFQNo,3rcCgAX9YWcN86ljeWvpIY,['korean instrumental']
343,4RL77hMWUq35NYnPLXBpih,2WX2uTcsvV5OnS0inACecP,"['neo mellow', 'uk pop']"
344,6Upu6yjkdi0DVI8E3IBZEU,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
345,1is8gU4RVcN4J8xItxWoOY,7okSU80WTrn4LXlyXYbX3P,"['alt z', 'gen z singer-songwriter']"
346,1Y3LN4zO1Edc2EluIoSPJN,5XKFrudbV4IiuE5WuTPRmT,['gen z singer-songwriter']
347,4hzeoIOERTL4jdTXAQ0FWr,7G1kUsPtQCdolV6CPwHmh2,['korean talent show']
348,1117juaaAkSIUsQxTmmcKM,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
349,7GAaTpSoTWUTbP2Yxlt4Hd,32WkQRZEVKSzVAAYqukAEA,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']"
350,7BuFMtIknd3ewai0zhKhqb,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
351,6E7jAJN2e3znSHyPCdQqx8,0XATRDCYuuGhk0oE7C0o5G,"['k-pop', 'k-pop girl group']"
352,3NDgV66iYYySIgo5RSvQ5d,7Lk9V7E1u5gqSHmtcKlOqH,"['alt z', 'gen z singer-songwriter', 'modern indie pop']"
353,0a4MMyCrzT0En247IhqZbD,6HvZYsbFfjnjFrWF950C9d,"['k-pop', 'k-pop girl group']"
354,6XXCvIN94wOQBnyfcx8q3I,4iHNK0tOyZPYnBU7nGAgpQ,"['dance pop', 'pop', 'urban contemporary']"
355,5wQnmLuC1W7ATsArWACrgW,7FBcuc1gsnv6Y1nwFtNRCb,"['emo', 'modern rock', 'pop punk', 'pov: indie', 'rock']"
356,3CYH422oy1cZNoo0GTG1TK,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
357,6i5Ah8JMFlYdXnbAluzHIy,7mFGOWJEkdlJBCXcJ5EWi9,"['korean pop', 'korean r&b']"
358,3CqMuOh8kuc4hrHZrvuDBc,3M4yELotVvM0dsg32ewGSl,['alt z']
359,5YVmHTAsdWnoanWXB7AwZX,7DQYAz99eM3Y5PkP9WtUew,['gen z singer-songwriter']
360,4fFfyouye6vrX9o9z4PVMu,5JZ7CnR6gTvEMKX4g70Amv,['pop']
361,2FymmKBuog0loCuNXMwQID,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
362,6DMOzL2zPZBAW0LDYCYLWm,52o9SO5Qt09Vr9bDCbTbmu,[]
363,2gOlrge3YTmYPwsCGgU62K,0N0d3kjwdY2h7UVuTdJGfp,"['eurodance', 'europop', 'german techno', 'melbourne bounce international']"
364,08jigv9h0106ub1niAgZzs,4iHNK0tOyZPYnBU7nGAgpQ,"['dance pop', 'pop', 'urban contemporary']"
365,6iNcyWk5iUEY7P9zeTc5hm,3qbnxnvUqR14MJ9g8QwZJK,"['contemporary country', 'country', 'country road']"
366,0fWumcFAyiznjreNIXlfm6,7blXVKBSxdFZsIqlhdViKc,"['indietronica', 'singer-songwriter pop']"
367,13OmHgZeOKvAWGjVI8CfxY,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
368,1nahzW3kfMuwReTka28tH5,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']"
369,5QiiYSr4pJMPOESQznu2IC,1slszTGbkp1uNnI6G5uD0X,[]
370,1U84jxQwgWGQDGqSsf82aZ,7aO285xSsCbjy0q9zEqXEk,"['alt z', 'gen z singer-songwriter']"
371,5Ok0AYLymugVEB200ioKFN,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
372,37sINbJZcFdHFAsVNsPq1i,3AQRLZ9PuTAozP28Skbq8V,"['celtic rock', 'pop']"
373,10VuRG4YCjIDFxTliN02MP,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']"
374,6coYgp4v0p7ydzqfccmiTn,7mFGOWJEkdlJBCXcJ5EWi9,"['korean pop', 'korean r&b']"
375,1BcfexpcJZ4Oh1h89M4aVN,4ftctxasGrW5Ud5Pbw6kWq,"['indie garage rock', 'victoria bc indie']"
376,1jxGBe4s8FwL2ZeNWszVuu,2CQZr2RPZmrcvDnaod1ldC,['k-pop']
377,7AdGloF1UHKe1vAZPbqIXH,41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group', 'pop']"
378,7hDg1QQOiqQmQzx1nORGwi,1kfWoWgCugPkyxQP8lkRlY,['k-pop']
379,5CBnWXD8M7e8Q6WubFLtXy,5ZsFI1h6hIdQRw2ti0hz81,"['pop', 'uk pop']"
380,7n5eQJYX7e6H5gkzgyEfQG,5snNHNlYT2UrtZo5HCJkiw,"['k-pop', 'k-rap', 'korean old school hip hop']"
381,0FIFC736TsxyHj8elsMkQh,0hKq3u04JU5IuGNSTGyngJ,['korean instrumental']
382,2JHHa7MKQahUQi5d4At1GZ,7uv6GgFILw5jZxPnsGzER3,['korean pop']
383,25jVJDgG9Nv0jFIIPeb0c7,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
384,02iW5boMzeBDVRI0dRE1Yw,45dkTj5sMRSjrmBSBeiHym,"['alt z', 'pop']"
385,3JHHdVlFZZ8ZsGplFbZDPU,4Ly0KABsxlx4fNj63zJTrF,['folk-pop']
386,2J4DpqJCIuuM9WjtWHbjvd,2jnIB6XdLvnJUeNTy5A0J2,"['boy band', 'pop']"
387,7qEHsqek33rTcFNT9PFqLf,4GNC7GD6oZMSxPGyXy4MNB,"['pop', 'uk pop']"
388,5iFwAOB2TFkPJk8sMlxP8g,4vxaQs6vK54nK89J1VtLex,['indie rockism']
389,4u3qi4mgvCQzeTSIuUWHzl,7k73EtZwoPs516ZxE72KsO,"['j-pop', 'j-rock', 'japanese emo']"
390,4PCVZGch6Q57RVAcai9L8u,5Rl15oVamLq7FbSb0NNBNy,"['boy band', 'pop']"
391,6y8BCw8EyaGOcjGpgqOnMx,0SA2I3s4t7hmv1XVvky9Po,['korean singer-songwriter']
392,5ljGBxXb9LthJK0rW61G6X,4TdiASPlU3QdZvGQBothcQ,[]
393,0hgX5eAmzQZTD2zTnXnSdB,3WGpXCj9YhhfX11TToZcXP,"['australian pop', 'pop', 'viral pop']"
394,52iLDrSoRtf9lcgFuLVfqE,4xnihxcoXWK3UqryOSnbw5,['alt z']
395,3H7oAhHxkEkSf9iomv2mbG,3WGpXCj9YhhfX11TToZcXP,"['australian pop', 'pop', 'viral pop']"
396,0mve4vxmwumqI6gnw7euma,0CmvFWTX9zmMNCUi6fHtAx,"['k-pop', 'k-pop boy group']"
397,6l36oP4ASJj5mViC3JGWuE,6Uug3azJYNwnLkO82CTTY2,['korean pop']
398,7HrE6HtYNBbGqp5GmHbFV0,3HqSLMAZ3g3d5poNaI7GOU,"['k-pop', 'pop']"
399,6mavVLsxaa4YcPje9qZKcf,0FRUZvZNPzM3YJMABJxf2K,"['k-pop', 'korean pop']"
400,4VrUT6GeeSRz6MB8tWJSHM,4xnihxcoXWK3UqryOSnbw5,['alt z']
401,0pYacDCZuRhcrwGUA5nTBe,3HqSLMAZ3g3d5poNaI7GOU,"['k-pop', 'pop']"
402,7C268Iv1VSOWdp9Tda5WsD,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
403,2BlM00LsKY0pFKEChrQa9Y,6i8Tae6takoQos2JZ4vdRn,['alt z']
404,4N8CuFtyo4UanLTEW0EkBb,2jnIB6XdLvnJUeNTy5A0J2,"['boy band', 'pop']"
405,0sf12qNH5qcw8qpgymFOqD,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']"
406,5Mb49fXXlAa2oOhTXWResZ,1rp5HzWaNwgauM5W5YmZ3U,['korean talent show']
407,1sYSP7gKa5kdKIfhANfori,1bqxdqvUtPWZri43cKHac8,['viral pop']
408,6nGeLlakfzlBcFdZXteDq7,0FEJqmeLRzsXj8hgcZaAyB,['french pop']
409,2Q05L79NjiiECBDhdUemFO,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
410,7LZEIA2Kqx1PHyI1aPwAbr,5na1LmEmK2VzNLje9snJYW,"['k-pop', 'k-pop boy group']"
411,7795WJLVKJoAyVoOtCWqXN,2wY79sveU1sp5g7SokKOiI,"['pop', 'uk pop']"
412,75ZvA4QfFiZvzhj2xkaWAh,246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'pop', 'rap']"
413,3I5W8iA8iZAyO62UVceK3F,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
414,5MkZkFLnUrsMrVKQwqv5zV,5na1LmEmK2VzNLje9snJYW,"['k-pop', 'k-pop boy group']"
415,3gJp5iMDX2yM0PN9CXrHBF,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
416,3r8RuvgbX9s7ammBn07D3W,6HvZYsbFfjnjFrWF950C9d,"['k-pop', 'k-pop girl group']"
417,5owAvCj4VGLgMlrxwf4ZMj,3898xesz6JuQkpz7Kiu4uM,"['channel pop', 'dutch pop']"
418,5LiWJsSSjZh7Y3hqml18Ki,1sVSMPPNMMSZ7cQNfbvMOe,"['k-pop', 'korean pop', 'korean singer-songwriter']"
419,5nCthAh3jt4xKuLJAifAaR,6jJ0s89eD6GaHleKKya26X,['pop']
420,4aDtcFPvjKpywRG8AYhC0C,6dhfy4ByARPJdPtMyrUYJK,['korean pop']
421,5IMMISEvjmRxNxcTbUj7KN,6L1XC7NrmgWRlwAeLJvVtA,"['australian pop', 'singer-songwriter pop']"
422,3vAncbML0jhNrp63DKhsCo,5dCvSnVduaFleCnyy98JMo,"['k-pop', 'korean pop', 'korean r&b']"
423,7xfSCgVOkQJhVxnqzepATH,2wOqMjp9TyABvtHdOSOTUS,"['classical', 'classical era', 'early romantic era', 'german romanticism']"
424,12jngD7Hu6if6sIzPkO2k4,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
425,6LnEoRQKMcaFTR5UvaKuBy,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
426,3p1J2lefXYI4mMQqXUez75,7nqOGRxlXj7N2JYbgNEjYH,"['k-pop', 'k-pop boy group']"
427,6c1QaQHdDhtFMfUkhueuXK,6bwp9ObI8FWvMPCIWVBmhl,['k-pop']
428,75scDPqGs75FotglJSoOI2,3Nrfpe0tUJi4K4DXYWgMUX,"['k-pop', 'k-pop boy group', 'pop']"
429,36wzNPKvOyra9Y4kEJ7EP8,2hcsKca6hCfFMwwdbFvenJ,"['k-pop', 'k-pop boy group']"
430,3lq6i23fC6j1v1AR0GeNg8,3WwGRA2o4Ux1RRMYaYDh7N,"['classic city pop', 'idol kayo', 'japanese singer-songwriter']"
431,6whFRgwg7je2SYzpSfansM,61HUG80Xma4rnXsqfZkzeM,"['classic k-pop', 'k-pop girl group']"
432,6BhMMfNXLBRRuGpJabJlyD,5RFf1gyPc9lMOtCq2k6tLl,[]
433,69vToJ9BMbbLlFZo7k7A7B,6ydoSd3N2mwgwBHtF6K7eX,['pop']
434,5rUWULaKgEK2HozI1wYvZ9,1z4g3DjTBBZKhvAroFlhOM,"['k-pop', 'k-pop girl group']"
435,5XXJnC5TvcL2QsAZ3Nxgku,4U80LJd8sG6U9YTFP5izka,['k-pop']
436,1PJErpu7kgi8A4XDbwWXrf,5iRPbkcPmqAFFwDUj6ywVS,"['k-pop', 'k-pop boy group']"
437,4x4gSKyHKmtmPwLfhkszYn,2frFGmni9tkRgXYdXmzQvR,"['korean ost', 'korean pop']"
438,7ywzEdEuVG1lsjsRCGJfLy,5YGY8feqx7naU7z4HrwZM6,['pop']
439,5DUDLaokWUsRbU8XLuQM2y,2GoeZ0qOTt6kjsWW4eA6LS,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']"
440,1RMUSljuiZKUNaf6xskK9n,4ufh0WuMZh6y4Dmdnklvdl,['k-pop']
441,0vXf5zT0nkAvul9bG4CDAY,2uFUBdaVGtyMqckSeCl0Qj,"['bow pop', 'compositional ambient', 'neo-classical']"
